Title,Date,TotalResult,Id
Návrh na volbu člena DR SFDI,,accepted,70489.0
Návrh na volbu členů DR SFRB,,accepted,70488.0
Návrh na volbu členů Rady České tiskové kanceláře,,accepted,70487.0
Návrh na změny ve složení orgánů Poslanecké sněmovny,,accepted,70486.0
Novela z. o evidenci tržeb - EU,,rejected,70485.0
Novela z. o evidenci tržeb - EU,,rejected,70484.0
Novela z. o evidenci tržeb - EU,,rejected,70483.0
Novela z. o evidenci tržeb - EU,,rejected,70482.0
Novela z. o evidenci tržeb - EU,,rejected,70481.0
Novela z. o evidenci tržeb - EU,,rejected,70480.0
Novela z. o evidenci tržeb - EU,,rejected,70479.0
Novela z. o evidenci tržeb - EU,,rejected,70478.0
Novela z. o evidenci tržeb - EU,,rejected,70477.0
Novela z. o evidenci tržeb - EU,,rejected,70476.0
Novela z. o evidenci tržeb - EU,,rejected,70475.0
Novela z. o evidenci tržeb - EU,,rejected,70474.0
Novela z. o evidenci tržeb - EU,,rejected,70473.0
Novela z. o evidenci tržeb - EU,,rejected,70472.0
Novela z. o evidenci tržeb - EU,,rejected,70471.0
Novela z. o evidenci tržeb - EU,,rejected,70470.0
Novela z. o evidenci tržeb - EU,,rejected,70469.0
Novela z. o evidenci tržeb - EU,,rejected,70468.0
Novela z. o evidenci tržeb - EU,,rejected,70467.0
Novela z. o evidenci tržeb - EU,,rejected,70466.0
Novela z. o evidenci tržeb - EU,,rejected,70465.0
Novela z. o evidenci tržeb - EU,,rejected,70464.0
Novela z. o evidenci tržeb - EU,,rejected,70463.0
Novela z. o evidenci tržeb - EU,,rejected,70462.0
Novela z. o evidenci tržeb - EU,,rejected,70461.0
Novela z. o evidenci tržeb - EU,,rejected,70460.0
Novela z. o evidenci tržeb - EU,,rejected,70459.0
Novela z. o evidenci tržeb - EU,,rejected,70458.0
Novela z. o evidenci tržeb - EU,,rejected,70457.0
Novela z. o evidenci tržeb - EU,,rejected,70456.0
Novela z. o evidenci tržeb - EU,,rejected,70455.0
Novela z. o evidenci tržeb - EU,,rejected,70454.0
Novela z. o evidenci tržeb - EU,,rejected,70453.0
Novela z. o evidenci tržeb - EU,,rejected,70452.0
Novela z. o evidenci tržeb - EU,,rejected,70451.0
Novela z. o evidenci tržeb - EU,,rejected,70450.0
Novela z. o evidenci tržeb - EU,,rejected,70449.0
Novela z. o evidenci tržeb - EU,,rejected,70448.0
Novela z. o evidenci tržeb - EU,,rejected,70447.0
Novela z. o evidenci tržeb - EU,,rejected,70446.0
Novela z. o evidenci tržeb - EU,,rejected,70445.0
Novela z. o evidenci tržeb - EU,,rejected,70444.0
Novela z. o evidenci tržeb - EU,,rejected,70443.0
Novela z. o evidenci tržeb - EU,,rejected,70442.0
Novela z. o evidenci tržeb - EU,,rejected,70441.0
Novela z. o evidenci tržeb - EU,,rejected,70440.0
Novela z. o evidenci tržeb - EU,,rejected,70439.0
Novela z. o evidenci tržeb - EU,,rejected,70438.0
Novela z. o evidenci tržeb - EU,,rejected,70437.0
Novela z. o evidenci tržeb - EU,,rejected,70436.0
Novela z. o evidenci tržeb - EU,,rejected,70435.0
Novela z. o evidenci tržeb - EU,,rejected,70434.0
Novela z. o evidenci tržeb - EU,,rejected,70433.0
Novela z. o evidenci tržeb - EU,,rejected,70432.0
Novela z. o evidenci tržeb - EU,,rejected,70431.0
Novela z. o evidenci tržeb - EU,,rejected,70430.0
Novela z. o evidenci tržeb - EU,,rejected,70429.0
Novela z. o evidenci tržeb - EU,,rejected,70428.0
Novela z. o evidenci tržeb - EU,,rejected,70427.0
Novela z. o evidenci tržeb - EU,,rejected,70426.0
Novela z. o evidenci tržeb - EU,,rejected,70425.0
Novela z. o evidenci tržeb - EU,,rejected,70424.0
Novela z. o evidenci tržeb - EU,,rejected,70423.0
Novela z. o evidenci tržeb - EU,,rejected,70422.0
Novela z. o evidenci tržeb - EU,,rejected,70421.0
Novela z. o evidenci tržeb - EU,,rejected,70420.0
Novela z. o evidenci tržeb - EU,,rejected,70419.0
Novela z. o evidenci tržeb - EU,,rejected,70418.0
Novela z. o evidenci tržeb - EU,,rejected,70417.0
Novela z. o evidenci tržeb - EU,,rejected,70416.0
Novela z. o evidenci tržeb - EU,,rejected,70415.0
Novela z. o evidenci tržeb - EU,,rejected,70414.0
Novela z. o evidenci tržeb - EU,,rejected,70413.0
Novela z. o evidenci tržeb - EU,,rejected,70412.0
Novela z. o evidenci tržeb - EU,,rejected,70411.0
Novela z. o evidenci tržeb - EU,,rejected,70410.0
Novela z. o evidenci tržeb - EU,,rejected,70409.0
Novela z. o evidenci tržeb - EU,,rejected,70408.0
Novela z. o evidenci tržeb - EU,,rejected,70407.0
Novela z. o evidenci tržeb - EU,,rejected,70406.0
Novela z. o evidenci tržeb - EU,,rejected,70405.0
Novela z. o evidenci tržeb - EU,,rejected,70404.0
Novela z. o evidenci tržeb - EU,,rejected,70403.0
Novela z. o evidenci tržeb - EU,,rejected,70402.0
Novela z. o evidenci tržeb - EU,,rejected,70401.0
Novela z. o evidenci tržeb - EU,,rejected,70400.0
Návrh na změny ve složení orgánů Poslanecké sněmovny,,accepted,70799.0
Novela z. o poštovních službách - EU,,accepted,70798.0
Novela z. o poštovních službách - EU,,accepted,70797.0
Novela z. o poštovních službách - EU,,accepted,70796.0
Novela z. o poštovních službách - EU,,rejected,70795.0
Novela z. o poštovních službách - EU,,rejected,70794.0
Novela z. o poštovních službách - EU,,rejected,70793.0
Novela z. o poštovních službách - EU,,accepted,70792.0
Novela z. o důchodovém pojištění,,accepted,70791.0
Novela z. o důchodovém pojištění,,rejected,70790.0
Novela z. o důchodovém pojištění,,rejected,70789.0
Novela z. o důchodovém pojištění,,rejected,70788.0
Novela z. o důchodovém pojištění,,rejected,70787.0
Novela z. o důchodovém pojištění,,accepted,70786.0
Novela z. - insolvenční zákon,,accepted,70785.0
Novela z. - insolvenční zákon,,accepted,70784.0
Pořad schůze,,rejected,70783.0
Pořad schůze,,accepted,70782.0
Pořad schůze,,accepted,70781.0
Pořad schůze,,accepted,70780.0
Pořad schůze,,accepted,70779.0
Pořad schůze,,accepted,70778.0
Pořad schůze,,accepted,70777.0
Pořad schůze,,rejected,70776.0
Pořad schůze,,rejected,70775.0
Pořad schůze,,accepted,70774.0
Vl. n. z. kterým se mění některé zákony v oblasti daní - EU,,rejected,70773.0
Pořad schůze,,accepted,70772.0
Pořad schůze,,rejected,70771.0
Pořad schůze,,rejected,70770.0
Pořad schůze,,rejected,70769.0
Pořad schůze,,accepted,70768.0
Pořad schůze,,accepted,70767.0
Pořad schůze,,rejected,70766.0
Pořad schůze,,rejected,70765.0
Pořad schůze,,rejected,70764.0
Pořad schůze,,rejected,70763.0
Pořad schůze,,rejected,70762.0
Pořad schůze,,accepted,70761.0
Pořad schůze,,rejected,70760.0
Pořad schůze,,accepted,70759.0
Pořad schůze,,rejected,70758.0
Pořad schůze,,accepted,70757.0
Pořad schůze,,accepted,70756.0
Pořad schůze,,accepted,70755.0
Pořad schůze,,accepted,70754.0
Pořad schůze,,accepted,70753.0
Pořad schůze,,rejected,70752.0
Pořad schůze,,accepted,70751.0
<br/>,,accepted,70750.0
Návrh na vyslovení nedůvěry vládě České republiky,,rejected,70749.0
<br/>,,accepted,70748.0
<br/>,,accepted,70747.0
<br/>,,accepted,70746.0
<br/>,,accepted,70745.0
Novela z. o zemědělství,,accepted,70744.0
Novela z. o zemědělství,,rejected,70743.0
Novela z. o zemědělství,,accepted,70742.0
Novela z. o zemědělství,,accepted,70741.0
Novela z. o zemědělství,,accepted,70740.0
Novela z. o krmivech - EU,,accepted,70739.0
Novela z. o uvádění dřeva a dřevařských výrobků na trh - EU,,accepted,70738.0
Novela z. o uvádění dřeva a dřevařských výrobků na trh - EU,,accepted,70737.0
Novela z. o uvádění dřeva a dřevařských výrobků na trh - EU,,accepted,70736.0
Novela z. o léčivech,,accepted,70735.0
Novela z. o léčivech,,accepted,70734.0
Novela z. o léčivech,,rejected,70733.0
Novela z. o léčivech,,rejected,70732.0
Novela z. o léčivech,,rejected,70731.0
Novela z. o léčivech,,accepted,70730.0
Novela z. o léčivech,,accepted,70729.0
Novela z. o léčivech,,rejected,70728.0
Novela z. o léčivech,,rejected,70727.0
Novela z. o léčivech,,accepted,70726.0
Novela z. o léčivech,,accepted,70725.0
Novela z. o léčivech,,accepted,70724.0
Pořad schůze,,accepted,70723.0
Pořad schůze,,accepted,70722.0
Návrhy PS na propůjčení nebo udělení státních vyznamenání,,accepted,70721.0
Návrhy PS na propůjčení nebo udělení státních vyznamenání,,accepted,70720.0
Návrhy PS na propůjčení nebo udělení státních vyznamenání,,accepted,70719.0
Návrhy PS na propůjčení nebo udělení státních vyznamenání,,rejected,70718.0
Návrhy PS na propůjčení nebo udělení státních vyznamenání,,accepted,70717.0
Návrhy PS na propůjčení nebo udělení státních vyznamenání,,accepted,70716.0
Návrhy PS na propůjčení nebo udělení státních vyznamenání,,rejected,70715.0
Návrhy PS na propůjčení nebo udělení státních vyznamenání,,rejected,70714.0
Návrhy PS na propůjčení nebo udělení státních vyznamenání,,rejected,70713.0
Návrhy PS na propůjčení nebo udělení státních vyznamenání,,accepted,70712.0
Návrhy PS na propůjčení nebo udělení státních vyznamenání,,accepted,70711.0
Návrhy PS na propůjčení nebo udělení státních vyznamenání,,accepted,70710.0
Návrhy PS na propůjčení nebo udělení státních vyznamenání,,accepted,70709.0
Návrhy PS na propůjčení nebo udělení státních vyznamenání,,rejected,70708.0
Návrhy PS na propůjčení nebo udělení státních vyznamenání,,accepted,70707.0
Návrhy PS na propůjčení nebo udělení státních vyznamenání,,accepted,70706.0
Návrhy PS na propůjčení nebo udělení státních vyznamenání,,accepted,70705.0
Návrhy PS na propůjčení nebo udělení státních vyznamenání,,accepted,70704.0
Návrhy PS na propůjčení nebo udělení státních vyznamenání,,rejected,70703.0
Návrhy PS na propůjčení nebo udělení státních vyznamenání,,accepted,70702.0
Návrhy PS na propůjčení nebo udělení státních vyznamenání,,accepted,70701.0
Návrhy PS na propůjčení nebo udělení státních vyznamenání,,accepted,70700.0
Návrhy PS na propůjčení nebo udělení státních vyznamenání,,accepted,70699.0
Návrhy PS na propůjčení nebo udělení státních vyznamenání,,accepted,70698.0
Návrhy PS na propůjčení nebo udělení státních vyznamenání,,accepted,70697.0
Návrhy PS na propůjčení nebo udělení státních vyznamenání,,rejected,70696.0
Návrhy PS na propůjčení nebo udělení státních vyznamenání,,rejected,70695.0
Návrhy PS na propůjčení nebo udělení státních vyznamenání,,accepted,70694.0
Návrhy PS na propůjčení nebo udělení státních vyznamenání,,rejected,70693.0
Návrhy PS na propůjčení nebo udělení státních vyznamenání,,accepted,70692.0
Návrhy PS na propůjčení nebo udělení státních vyznamenání,,accepted,70691.0
Návrhy PS na propůjčení nebo udělení státních vyznamenání,,accepted,70690.0
Návrhy PS na propůjčení nebo udělení státních vyznamenání,,accepted,70689.0
Návrhy PS na propůjčení nebo udělení státních vyznamenání,,accepted,70688.0
Návrhy PS na propůjčení nebo udělení státních vyznamenání,,accepted,70687.0
Návrhy PS na propůjčení nebo udělení státních vyznamenání,,accepted,70686.0
Návrhy PS na propůjčení nebo udělení státních vyznamenání,,accepted,70685.0
Návrhy PS na propůjčení nebo udělení státních vyznamenání,,accepted,70684.0
Návrhy PS na propůjčení nebo udělení státních vyznamenání,,accepted,70683.0
Návrhy PS na propůjčení nebo udělení státních vyznamenání,,accepted,70682.0
Návrhy PS na propůjčení nebo udělení státních vyznamenání,,rejected,70681.0
Návrhy PS na propůjčení nebo udělení státních vyznamenání,,rejected,70680.0
Návrhy PS na propůjčení nebo udělení státních vyznamenání,,accepted,70679.0
Návrhy PS na propůjčení nebo udělení státních vyznamenání,,accepted,70678.0
Návrhy PS na propůjčení nebo udělení státních vyznamenání,,accepted,70677.0
Návrhy PS na propůjčení nebo udělení státních vyznamenání,,accepted,70676.0
Návrhy PS na propůjčení nebo udělení státních vyznamenání,,accepted,70675.0
Návrhy PS na propůjčení nebo udělení státních vyznamenání,,accepted,70674.0
Návrhy PS na propůjčení nebo udělení státních vyznamenání,,rejected,70673.0
Návrhy PS na propůjčení nebo udělení státních vyznamenání,,accepted,70672.0
Návrhy PS na propůjčení nebo udělení státních vyznamenání,,accepted,70671.0
Zpráva o činnosti kontrolní rady TA ČR za rok 2018,,accepted,70670.0
Pořad schůze,,accepted,70669.0
Novela z. - občanský zákoník,,accepted,70668.0
Novela z. o ochraně ovzduší,,accepted,70667.0
Novela z. o ochraně ovzduší,,accepted,70666.0
Novela z. o ochraně ovzduší,,rejected,70665.0
Novela z. - správní řád,,accepted,70664.0
Novela z. o pojistném na veřejné zdravotní pojištění,,rejected,70663.0
Novela z. o pojistném na veřejné zdravotní pojištění,,accepted,70662.0
Novela z. o volbách do Evropského parlamentu - EU,,accepted,70661.0
Návrh na změny ve složení orgánů Poslanecké sněmovny,,accepted,70660.0
Návrh na změny ve složení orgánů Poslanecké sněmovny,,accepted,70659.0
Vl.n.z. v souvislosti s podporou výkonu práv akcionářů - EU,,accepted,70658.0
Vl.n.z. v souvislosti s podporou výkonu práv akcionářů - EU,,accepted,70657.0
Vl.n.z. v souvislosti s podporou výkonu práv akcionářů - EU,,rejected,70656.0
Vl.n.z. v souvislosti s podporou výkonu práv akcionářů - EU,,accepted,70655.0
Vl.n.z. v souvislosti s podporou výkonu práv akcionářů - EU,,rejected,70654.0
Vl.n.z. v souvislosti s podporou výkonu práv akcionářů - EU,,accepted,70653.0
Vl.n.z. v souvislosti s podporou výkonu práv akcionářů - EU,,accepted,70652.0
Vl.n.z. v souvislosti s podporou výkonu práv akcionářů - EU,,accepted,70651.0
Novela z. o soudnictví ve věcech mládeže - EU,,accepted,70650.0
Novela z. o soudnictví ve věcech mládeže - EU,,accepted,70649.0
Novela z. o soudnictví ve věcech mládeže - EU,,accepted,70648.0
Novela z. o soudnictví ve věcech mládeže - EU,,accepted,70647.0
Novela z. o místních poplatcích,,accepted,70646.0
Novela z. o místních poplatcích,,rejected,70645.0
Novela z. o místních poplatcích,,rejected,70644.0
Novela z. o místních poplatcích,,rejected,70643.0
Novela z. o místních poplatcích,,rejected,70642.0
Novela z. o místních poplatcích,,rejected,70641.0
Novela z. o místních poplatcích,,accepted,70640.0
Novela z. o místních poplatcích,,rejected,70639.0
Novela z. o místních poplatcích,,accepted,70638.0
Novela z. o místních poplatcích,,accepted,70637.0
Novela z. o místních poplatcích,,rejected,70636.0
Novela z. o místních poplatcích,,rejected,70635.0
Novela z. o místních poplatcích,,accepted,70634.0
Novela z. o místních poplatcích,,accepted,70633.0
Novela z. o místních poplatcích,,accepted,70632.0
Novela z. o místních poplatcích,,accepted,70631.0
Novela z. o místních poplatcích,,accepted,70630.0
Novela z. o státním občanství ČR,,accepted,70629.0
Pořad schůze,,accepted,70628.0
Financování sociálních služeb - reálná situace,,rejected,70627.0
Novela z. o podpoře sportu,,accepted,70626.0
Novela z. o podpoře sportu,,accepted,70625.0
Novela z. o podpoře sportu,,accepted,70624.0
Novela z. o podpoře sportu,,rejected,70623.0
Novela z. o podpoře sportu,,accepted,70622.0
Novela z. o podpoře sportu,,accepted,70621.0
Novela z. o svobodném přístupu k informacím,,accepted,70620.0
Novela z. o svobodném přístupu k informacím,,rejected,70619.0
Novela z. o ochraně spotřebitele - EU,,accepted,70618.0
Novela z. o ochraně spotřebitele - EU,,rejected,70617.0
Novela z. o pobytu cizinců na území ČR - EU,,accepted,70616.0
Roční zpráva o výsledku hospodaření ČNB za rok 2018,,accepted,70615.0
Zpráva o inflaci - leden 2019,,accepted,70614.0
<br/>,,accepted,70613.0
Pořad schůze,,rejected,70612.0
Pořad schůze,,accepted,70611.0
Pořad schůze,,rejected,70610.0
Pořad schůze,,accepted,70609.0
Pořad schůze,,accepted,70608.0
Pořad schůze,,accepted,70607.0
Pořad schůze,,accepted,70606.0
Pořad schůze,,rejected,70605.0
Pořad schůze,,accepted,70604.0
Způsob dofinancování sociálních služeb v České republice v roce 2019,,rejected,70603.0
Způsob dofinancování sociálních služeb v České republice v roce 2019,,rejected,70602.0
Způsob dofinancování sociálních služeb v České republice v roce 2019,,rejected,70601.0
Novela z. o investičních pobídkách,,accepted,70600.0
Novela z. o elektronických komunikacích,,rejected,70999.0
Novela z. o elektronických komunikacích,,accepted,70998.0
Novela z. o elektronických komunikacích,,accepted,70997.0
Novela z. o elektronických komunikacích,,rejected,70996.0
Novela z. o elektronických komunikacích,,accepted,70995.0
Novela z. o elektronických komunikacích,,rejected,70994.0
Novela z. o elektronických komunikacích,,accepted,70993.0
Novela z. o elektronických komunikacích,,accepted,70992.0
Novela z. o elektronických komunikacích,,accepted,70991.0
Novela z. o elektronických komunikacích,,rejected,70990.0
Novela z. o elektronických komunikacích,,accepted,70989.0
Novela z. o elektronických komunikacích,,accepted,70988.0
Vl.n.z. o dráhách - EU,,accepted,70987.0
Vl.n.z. o dráhách - EU,,accepted,70986.0
Vl.n.z. o dráhách - EU,,rejected,70985.0
Vl.n.z. o dráhách - EU,,rejected,70984.0
Vl.n.z. o dráhách - EU,,rejected,70983.0
Vl.n.z. o dráhách - EU,,accepted,70982.0
Vl.n.z. o dráhách - EU,,rejected,70981.0
Vl.n.z. o dráhách - EU,,rejected,70980.0
Vl.n.z. o dráhách - EU,,rejected,70979.0
Vl.n.z. o dráhách - EU,,rejected,70978.0
Vl.n.z. o dráhách - EU,,rejected,70977.0
Vl.n.z. o dráhách - EU,,accepted,70976.0
Vl.n.z. o dráhách - EU,,rejected,70975.0
Vl.n.z. o dráhách - EU,,accepted,70974.0
Vl.n.z. o dráhách - EU,,rejected,70973.0
Vl.n.z. o dráhách - EU,,rejected,70972.0
Vl.n.z. o dráhách - EU,,accepted,70971.0
Vl.n.z. o dráhách - EU,,rejected,70970.0
Vl.n.z. o dráhách - EU,,rejected,70969.0
Vl.n.z. o dráhách - EU,,accepted,70968.0
Vl.n.z. o dráhách - EU,,accepted,70967.0
Vl.n.z. o dráhách - EU,,accepted,70966.0
Vl.n.z. o dráhách - EU,,rejected,70965.0
Vl.n.z. o dráhách - EU,,accepted,70964.0
Vl.n.z. o dráhách - EU,,rejected,70963.0
Vl.n.z. o dráhách - EU,,rejected,70962.0
Vl.n.z. o dráhách - EU,,rejected,70961.0
Vl.n.z. o dráhách - EU,,accepted,70960.0
Vl.n.z. o dráhách - EU,,rejected,70959.0
Vl.n.z. o dráhách - EU,,accepted,70958.0
Vl.n.z. o dráhách - EU,,accepted,70957.0
Vl.n.z. o dráhách - EU,,accepted,70956.0
Vl.n.z. o dráhách - EU,,accepted,70955.0
Vl.n.z. o dráhách - EU,,accepted,70954.0
Vl.n.z. o dráhách - EU,,rejected,70953.0
Vl.n.z. o dráhách - EU,,accepted,70952.0
Vl.n.z. o dráhách - EU,,accepted,70951.0
Vl.n.z. o dráhách - EU,,accepted,70950.0
Vl.n.z. o dráhách - EU,,accepted,70949.0
Novela z. o evidenci tržeb - EU,,accepted,70948.0
Pořad schůze,,rejected,70947.0
Pořad schůze,,accepted,70946.0
Pořad schůze,,rejected,70945.0
Pořad schůze,,rejected,70944.0
Pořad schůze,,accepted,70943.0
Pořad schůze,,rejected,70942.0
Pořad schůze,,rejected,70941.0
Změna čl. 8 Římského statutu Mezinárodního trestního soudu,,accepted,70940.0
Doh.mezi ČR a Král.Saúdské Arábie o let. dopravních službách,,accepted,70939.0
Prot.o změně Úml.o mezinárodním civilním letectví,,accepted,70938.0
Prot. o přístupu Sev. Makedonie k Severoatlantické smlouvě,,accepted,70937.0
Prot. o přístupu Sev. Makedonie k Severoatlantické smlouvě,,rejected,70936.0
Písemná interpelace O.Richterové na J.Maláčovou ve věci systemizace sl,,accepted,70935.0
Písemná interpelace R.Holomčíka na R.Brabce ve věci post.MŽP v kauze t,,accepted,70934.0
Písemná interpelace V. Filipa na J. Maláčovou ve věci bud.jednot.inf.s,,accepted,70933.0
Novela z. o státním zastupitelství - EU,,accepted,70932.0
Novela z. o zaměstnanosti,,accepted,70931.0
Novela z. o zaměstnanosti,,accepted,70930.0
Novela z. o důchodovém pojištění,,accepted,70929.0
Novela z. o důchodovém pojištění,,rejected,70928.0
Novela z. o obecní policii,,accepted,70927.0
Novela z. o obecní policii,,accepted,70926.0
Novela z. o obecní policii,,accepted,70925.0
<br/>,,accepted,70924.0
<br/>,,accepted,70923.0
<br/>,,accepted,70922.0
<br/>,,accepted,70921.0
Pořad schůze,,rejected,70920.0
Pořad schůze,,accepted,70919.0
Pořad schůze,,accepted,70918.0
Pořad schůze,,accepted,70917.0
Pořad schůze,,accepted,70916.0
Pořad schůze,,accepted,70915.0
Pořad schůze,,accepted,70914.0
Vl.n.z.o změně zák.v souv.s přij. z. o znalcích a soud.tlum. - EU,,accepted,70913.0
Vl.n.z.o změně zák.v souv.s přij. z. o znalcích a soud.tlum. - EU,,rejected,70912.0
Vl.n.z.o změně zák.v souv.s přij. z. o znalcích a soud.tlum. - EU,,rejected,70911.0
Vl.n.z. o soudních tlumočnících a soudních překladatelích - EU,,accepted,70910.0
"Vl.n.z. o znalcích, znaleckých kanc. a znaleckých ústavech - EU",,accepted,70909.0
"Vl.n.z. o znalcích, znaleckých kanc. a znaleckých ústavech - EU",,rejected,70908.0
Pořad schůze,,accepted,70907.0
Pořad schůze,,rejected,70906.0
Pořad schůze,,accepted,70905.0
Pořad schůze,,rejected,70904.0
Pořad schůze,,accepted,70903.0
Pořad schůze,,accepted,70902.0
Pořad schůze,,rejected,70901.0
Pořad schůze,,accepted,70900.0
Pořad schůze,,rejected,70899.0
Pořad schůze,,rejected,70898.0
Pořad schůze,,accepted,70897.0
Pořad schůze,,rejected,70896.0
Pořad schůze,,rejected,70895.0
Pořad schůze,,rejected,70894.0
Pořad schůze,,rejected,70893.0
Pořad schůze,,accepted,70892.0
Pořad schůze,,rejected,70891.0
Pořad schůze,,rejected,70890.0
Pořad schůze,,rejected,70889.0
Pořad schůze,,rejected,70888.0
Pořad schůze,,accepted,70887.0
Pořad schůze,,accepted,70886.0
Pořad schůze,,accepted,70885.0
Pořad schůze,,accepted,70884.0
Pořad schůze,,rejected,70883.0
Pořad schůze,,accepted,70882.0
Pořad schůze,,accepted,70881.0
<br/>,,accepted,70880.0
<br/>,,accepted,70879.0
<br/>,,accepted,70878.0
<br/>,,accepted,70877.0
<br/>,,accepted,70876.0
<br/>,,accepted,70875.0
<br/>,,accepted,70874.0
<br/>,,accepted,70873.0
Novela z. o pozemních komunikacích,,accepted,70872.0
Novela z. o pozemních komunikacích,,rejected,70871.0
Novela z. o pozemních komunikacích,,rejected,70870.0
Novela z. o pozemních komunikacích,,rejected,70869.0
Novela z. o pozemních komunikacích,,rejected,70868.0
Novela z. o pozemních komunikacích,,rejected,70867.0
Novela z. o pozemních komunikacích,,accepted,70866.0
Novela z. o pozemních komunikacích,,accepted,70865.0
Novela z. o pozemních komunikacích,,accepted,70864.0
Novela z. o pozemních komunikacích,,rejected,70863.0
Novela z. o pozemních komunikacích,,rejected,70862.0
Novela z. o pozemních komunikacích,,accepted,70861.0
Novela z. o pozemních komunikacích,,accepted,70860.0
Novela z. o pozemních komunikacích,,accepted,70859.0
Novela z. o pozemních komunikacích,,accepted,70858.0
Novela z. o pozemních komunikacích,,accepted,70857.0
Novela z. o pozemních komunikacích,,accepted,70856.0
Novela z. o pozemních komunikacích,,accepted,70855.0
Novela z. o pozemních komunikacích,,accepted,70854.0
Novela z. o pozemních komunikacích,,accepted,70853.0
Novela z. o pozemních komunikacích,,accepted,70852.0
Novela z. o pozemních komunikacích,,accepted,70851.0
Novela z. o Státním pozemkovém úřadu,,accepted,70850.0
Novela z. o Státním pozemkovém úřadu,,rejected,70849.0
Novela z. o Státním pozemkovém úřadu,,accepted,70848.0
Novela z. o Státním pozemkovém úřadu,,accepted,70847.0
"Vl.n.z, kterým se mění některé zák.na úseku vnitřní správy - EU",,accepted,70846.0
"Vl.n.z, kterým se mění některé zák.na úseku vnitřní správy - EU",,rejected,70845.0
"Vl.n.z, kterým se mění některé zák.na úseku vnitřní správy - EU",,accepted,70844.0
"Vl.n.z, kterým se mění některé zák.na úseku vnitřní správy - EU",,accepted,70843.0
Novela z. o poskytování dávek osobám se zdravot. postižením,,accepted,70842.0
Novela z. o poskytování dávek osobám se zdravot. postižením,,accepted,70841.0
Novela z. o poskytování dávek osobám se zdravot. postižením,,accepted,70840.0
Novela z. o poskytování dávek osobám se zdravot. postižením,,accepted,70839.0
Novela z. o poskytování dávek osobám se zdravot. postižením,,accepted,70838.0
Novela z. o poskytování dávek osobám se zdravot. postižením,,accepted,70837.0
Novela z. o poskytování dávek osobám se zdravot. postižením,,accepted,70836.0
Vl.n.z.o změně zák.v souv.s přij.zák.o Sbírce zák.a mez.sml.,,accepted,70835.0
Vl.n.z.o změně zák.v souv.s přij.zák.o Sbírce zák.a mez.sml.,,accepted,70834.0
Vl.n.z.o změně zák.v souv.s přij.zák.o Sbírce zák.a mez.sml.,,accepted,70833.0
Vl.n.z.o změně zák.v souv.s přij.zák.o Sbírce zák.a mez.sml.,,accepted,70832.0
Vl.n.z.o změně zák.v souv.s přij.zák.o Sbírce zák.a mez.sml.,,accepted,70831.0
Vl.n.z.o změně zák.v souv.s přij.zák.o Sbírce zák.a mez.sml.,,accepted,70830.0
Vl.n.z.o změně zák.v souv.s přij.zák.o Sbírce zák.a mez.sml.,,accepted,70829.0
Pořad schůze,,rejected,70828.0
Pořad schůze,,accepted,70827.0
Výroční zpráva o činnosti České televize v roce 2016,,accepted,70826.0
Prot. o přístupu Sev. Makedonie k Severoatlantické smlouvě,,accepted,70825.0
Prot. o přístupu Sev. Makedonie k Severoatlantické smlouvě,,rejected,70824.0
Písemná interpelace V. Munzara na A. Schillerovou ve věci poruš. ústav,,rejected,70823.0
Novela z. o státní sociální podpoře,,accepted,70822.0
Novela z. o státní sociální podpoře,,accepted,70821.0
Vl. n. z. kterým se mění některé zákony v oblasti daní - EU,,rejected,70820.0
Vl. n. z. kterým se mění některé zákony v oblasti daní - EU,,rejected,70819.0
Vl. n. z. kterým se mění některé zákony v oblasti daní - EU,,rejected,70818.0
Vl. n. z. kterým se mění některé zákony v oblasti daní - EU,,rejected,70817.0
Vl. n. z. kterým se mění některé zákony v oblasti daní - EU,,rejected,70816.0
Vl. n. z. kterým se mění některé zákony v oblasti daní - EU,,rejected,70815.0
Vl. n. z. kterým se mění některé zákony v oblasti daní - EU,,accepted,70814.0
Vl. n. z. kterým se mění některé zákony v oblasti daní - EU,,rejected,70813.0
Vl. n. z. kterým se mění některé zákony v oblasti daní - EU,,rejected,70812.0
Vl. n. z. kterým se mění některé zákony v oblasti daní - EU,,rejected,70811.0
Vl. n. z. kterým se mění některé zákony v oblasti daní - EU,,rejected,70810.0
Vl. n. z. kterým se mění některé zákony v oblasti daní - EU,,rejected,70809.0
Vl. n. z. kterým se mění některé zákony v oblasti daní - EU,,rejected,70808.0
Návrh na jmenování člena KR TA ČR,,accepted,70807.0
Návrh na jmenování člena KR TA ČR,,accepted,70806.0
Návrh na jmenování člena KR TA ČR,,rejected,70805.0
Návrh na jmenování členů KR GA ČR,,accepted,70804.0
Návrh na volbu člena Dozorčí rady Vinařského fondu,,accepted,70803.0
Návrh na volbu kandidátů na členy Rady ÚSTR,,accepted,70802.0
Návrh na volbu členů Rady Státního fondu kinematografie,,accepted,70801.0
Návrh na změny ve složení orgánů Poslanecké sněmovny,,accepted,70800.0
Pořad schůze,,rejected,71199.0
Pořad schůze,,rejected,71198.0
Pořad schůze,,rejected,71197.0
Pořad schůze,,rejected,71196.0
Pořad schůze,,rejected,71195.0
Pořad schůze,,rejected,71194.0
Pořad schůze,,rejected,71193.0
Pořad schůze,,rejected,71192.0
Pořad schůze,,rejected,71191.0
